oreum_id,official_record_no,name,city,address,altitude_m,area_m2,shape,attachment_status,location_status,location_grade,lat,lon,permit_context_count,farmmap_state_grade,farmmap_class,farmmap_pnu,model_status,model_screen_class,rgb_review_label,rgb_persistent_change,official_causal_grade,selective_decision
JJ-OREUM-294,294,웃밤,제주시,제주특별자치도 제주시 조천읍 선흘리 산 84,416.8,376587.0,말굽형(북향),corroborated,resolved_offline_osm_peak,C,33.4773347,126.7154228,4,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-295,295,웃방애오름,서귀포시,제주특별자치도 서귀포시 동홍동 산1,1747.9,89796.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.35696,126.529934,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-296,296,웃선족이오름,제주시,제주특별자치도 제주시 구좌읍 송당리 산140-2,307.3,64789.0,말굽형(남향),corroborated,unresolved,U,,,3,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-297,297,웃세오름,제주시,제주특별자치도 제주시 애월읍 광령리 산183-6,1740.0,273416.0,원추형,conflict,unresolved,U,,,7,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-298,298,원당봉,제주시,제주특별자치도 제주시 삼양일동 산1-1,170.7,663286.0,말굽형(북향),corroborated,resolved_offline_osm_peak,C,33.5251329,126.5993679,1,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-299,299,원수악,서귀포시,제주특별자치도 서귀포시 안덕면 동광리 산41,458.5,584056.0,말굽형(서향),not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-300,300,월라봉,서귀포시,제주특별자치도 서귀포시 안덕면 감산리 1148,200.7,818809.0,복합형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.2439019,126.3495017,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-301,301,월라산,서귀포시,제주특별자치도 서귀포시 신효동 산1,117.8,498972.0,복합형,not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-302,302,월랑지,서귀포시,제주특별자치도 서귀포시 표선면 성읍리 산5,260.2,83957.0,말굽형(북향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.4391758,126.8096533,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-303,303,월산봉,서귀포시,제주특별자치도 서귀포시 강정동 1461,212.2,0.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.25988,126.50025,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-304,304,유건에오름,서귀포시,제주특별자치도 서귀포시 성산읍 난산리 2302,190.2,204487.0,원형,not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-305,305,은월봉,제주시,제주특별자치도 제주시 구좌읍 종달리 산21,179.6,209307.0,말굽형(북동향),corroborated,resolved_offline_osm_peak,C,33.4691152,126.8555975,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-306,306,응악,서귀포시,제주특별자치도 서귀포시 남원읍 수망리 127,178.0,23052.0,원추형,not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-307,307,이계오름,제주시,제주특별자치도 제주시 한경면 청수리 1854,167.7,48811.0,말굽형(동향),corroborated,unresolved,U,,,1,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-308,308,이달봉,제주시,제주특별자치도 제주시 애월읍 봉성리 산71-1,488.7,250204.0,원추형,corroborated,resolved_offline_osm_peak,C,33.364167,126.3485106,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-309,309,이달이촛대봉,제주시,제주특별자치도 제주시 애월읍 봉성리 산71-1,456.0,104258.0,원추형,corroborated,resolved_offline_osm_peak,C,33.3662917,126.347002,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-310,310,이돈이오름,서귀포시,제주특별자치도 서귀포시 안덕면 광평리 산3,663.2,287784.0,말굽형(서향),not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-311,311,이스렁오름,제주시,제주특별자치도 제주시 애월읍 광령리 산183-6,1352.6,155494.0,원추형,conflict,resolved_offline_osm_peak,C,33.3622551,126.4841947,7,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-312,312,이승악,서귀포시,제주특별자치도 서귀포시 남원읍 신례리 산2-1,539.0,332070.0,말굽형(동향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3401686,126.6222535,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-313,313,인정오름,서귀포시,제주특별자치도 서귀포시 토평동 1952,232.5,212119.0,원형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.2843073,126.5849297,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-314,314,입산봉,제주시,제주특별자치도 제주시 구좌읍 김녕리 1037-2,84.5,229521.0,원형,conflict,resolved_offline_osm_peak,C,33.5475847,126.7582359,1,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-315,315,입석오름,서귀포시,제주특별자치도 서귀포시 남원읍 하례리 산1-7,1189.0,102586.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3566955,126.5696461,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-316,316,자배봉,서귀포시,제주특별자치도 서귀포시 남원읍 위미리 산143,211.3,440293.0,원형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.301008,126.6769333,0,U,,,screen_complete_existing_v6,moderate_stable,pending,pending,U,abstain
JJ-OREUM-317,317,장구목,제주시,제주특별자치도 제주시 오라이동 산107,1813.0,227978.0,원추형,corroborated,ambiguous,U,,,4,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-318,318,장오름,서귀포시,제주특별자치도 서귀포시 중문동 산1-1,1132.1,55507.0,원추형,not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-319,319,장자오름,서귀포시,제주특별자치도 서귀포시 표선면 성읍리 2768,215.9,71285.0,원추형,not_in_attachment_scope,ambiguous,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-320,320,저지오름,제주시,제주특별자치도 제주시 한경면 저지리 산51,239.3,379316.0,원형,corroborated,resolved_offline_osm_peak,C,33.3329288,126.2509465,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-321,321,절물오름(족은대나),제주시,제주특별자치도 제주시 봉개동 산78-1,656.7,305719.0,말굽형(북동향),corroborated,ambiguous,U,,,2,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-322,322,절물오름(큰대나),제주시,제주특별자치도 제주시 봉개동 산78-1,696.9,397123.0,원형,corroborated,ambiguous,U,,,2,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-323,323,정물알오름,제주시,제주특별자치도 제주시 한림읍 금악리 105-1,355.5,52854.0,원추형,corroborated,unresolved,U,,,13,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-324,324,정물오름,제주시,제주특별자치도 제주시 한림읍 금악리 산52-1,466.1,494293.0,말굽형(북서향),corroborated,resolved_offline_osm_peak,C,33.3384742,126.3295604,13,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-325,325,정월오름,제주시,제주특별자치도 제주시 한림읍 금능리 565-61,106.2,192446.0,말굽형(북서향),corroborated,resolved_offline_osm_peak,C,33.3636835,126.241509,5,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-326,326,제석오름,서귀포시,제주특별자치도 서귀포시 표선면 하천리 429-1,87.5,58164.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3475462,126.8358901,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-327,327,제지기오름,서귀포시,제주특별자치도 서귀포시 보목동 산1,94.8,77023.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.2418268,126.6093014,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-328,328,족은개오리,제주시,제주특별자치도 제주시 봉개동 산78-1,664.0,175778.0,말굽형(서향),corroborated,unresolved,U,,,2,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-329,329,족은노로오름,제주시,제주특별자치도 제주시 애월읍 고성리 산145,1019.2,95867.0,복합형,corroborated,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-330,330,족은노리손이,제주시,제주특별자치도 제주시 봉개동 234-231,413.8,14756.0,원추형,conflict,unresolved,U,,,2,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-331,331,족은대비악,서귀포시,제주특별자치도 서귀포시 안덕면 광평리 산59,541.2,188947.0,복합형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3304678,126.3690562,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-332,332,족은돌이미,제주시,제주특별자치도 제주시 구좌읍 송당리 2451,274.0,66814.0,말굽형(동남향),corroborated,resolved_offline_osm_peak,C,33.4400907,126.7731454,3,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-333,333,족은드레,제주시,제주특별자치도 제주시 해안동 산220-1,1339.2,685355.0,원추형,corroborated,unresolved,U,,,8,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-334,334,족은바리메,제주시,제주특별자치도 제주시 애월읍 상가리 산124,725.8,688020.0,말굽형(북서향),corroborated,resolved_offline_osm_peak,C,33.3757183,126.4002568,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-335,335,족은방애오름,제주시,제주특별자치도 제주시 조천읍 교래리 산 44,437.5,61947.0,말굽형(북동향),corroborated,resolved_offline_osm_peak,C,33.43915,126.6840583,6,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-336,336,족은오름,제주시,제주특별자치도 제주시 애월읍 광령리 산183-6,1698.9,116502.0,원추형,conflict,unresolved,U,,,7,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-337,337,족은지그리,제주시,제주특별자치도 제주시 조천읍 교래리 산119,504.0,120674.0,말굽형(남동향),corroborated,resolved_offline_osm_peak,C,33.4501101,126.6457443,6,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-338,338,종재기악,제주시,제주특별자치도 제주시 구좌읍 덕천리 1307,254.9,22813.0,원추형,corroborated,unresolved,U,,,1,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-339,339,좌보미,서귀포시,제주특별자치도 서귀포시 표선면 성읍리 산6,342.0,631356.0,말굽형(남향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.4360887,126.8067722,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-340,340,좌보미알오름,서귀포시,제주특별자치도 서귀포시 표선면 성읍리 93,227.5,18946.0,원형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.43281,126.81495,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-341,341,주체오름,제주시,제주특별자치도 제주시 구좌읍 덕천리 864,220.6,61751.0,말굽형(남서향),corroborated,resolved_offline_osm_peak,C,33.4922209,126.748118,1,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-342,342,지미봉,제주시,제주특별자치도 제주시 구좌읍 종달리 산3-1,165.8,423814.0,말굽형(북향),corroborated,resolved_offline_osm_peak,C,33.4992653,126.9023646,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-343,343,진물굼부리,제주시,제주특별자치도 제주시 봉개동 산78-1,573.0,50595.0,말굽형(남서향),corroborated,unresolved,U,,,2,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-344,344,천아오름,제주시,제주특별자치도 제주시 애월읍 광령리 산182-1,797.0,157348.0,말굽형(북서향),conflict,resolved_offline_osm_peak,C,33.3962689,126.4499413,7,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-345,345,천아오름,제주시,제주특별자치도 제주시 한림읍 상대리 1689,133.6,127387.0,말굽형(서남향),corroborated,resolved_offline_osm_peak,C,33.4045777,126.2988927,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-346,346,체오름,제주시,제주특별자치도 제주시 구좌읍 덕천리 산 2,382.2,553701.0,말굽형(북동향),corroborated,resolved_offline_osm_peak,C,33.4658896,126.7492543,1,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-347,347,쳇망오름,서귀포시,제주특별자치도 서귀포시 표선면 가시리 산158-2,444.6,140916.0,원형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.394679,126.690582,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-348,348,쳇망오름,제주시,제주특별자치도 제주시 애월읍 광령리 산183-6,1354.9,238510.0,말굽형(북서향),conflict,unresolved,U,,,7,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-349,349,칡(족은)오름,제주시,제주특별자치도 제주시 봉개동 466-2,326.5,51407.0,원추형,corroborated,resolved_offline_osm_peak,C,33.4753831,126.6126869,2,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-350,350,칡(큰)오름,제주시,제주특별자치도 제주시 봉개동 466-2,336.6,50953.0,원추형,corroborated,ambiguous,U,,,2,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-351,351,칡오름,서귀포시,제주특별자치도 서귀포시 상효동 2308-1,271.0,337365.0,원형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.2840136,126.6028985,0,U,,,screen_complete_existing_v6,high_stable,cloud_haze_shadow,no,U,abstain
JJ-OREUM-352,352,칡오름,제주시,제주특별자치도 제주시 구좌읍 송당리 산155,303.9,126006.0,말굽형(남서향),corroborated,resolved_offline_osm_peak,C,33.4442936,126.7620643,3,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-353,353,큰노리손이,제주시,제주특별자치도 제주시 봉개동 234-231,426.6,69773.0,원추형,conflict,unresolved,U,,,2,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-354,354,큰돌이미,제주시,제주특별자치도 제주시 구좌읍 송당리 산255-1,311.9,273308.0,말굽형(동북향),corroborated,unresolved,U,,,3,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-355,355,큰드레,제주시,제주특별자치도 제주시 오라동 산107,1628.4,490592.0,원추형,corroborated,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-356,356,큰지그리,제주시,제주특별자치도 제주시 조천읍 교래리 산119,598.0,344976.0,말굽형(남서향),corroborated,resolved_offline_osm_peak,C,33.4437827,126.6452612,6,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-357,357,테역장오리,제주시,제주특별자치도 제주시 봉개동 산78-2,846.3,104519.0,말굽형(북향),corroborated,resolved_offline_osm_peak,C,33.4108769,126.6032562,2,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-358,358,토산봉,서귀포시,제주특별자치도 서귀포시 표선면 토산리 산13,175.4,398823.0,복합형,not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-359,359,통오름,서귀포시,제주특별자치도 서귀포시 성산읍 난산리 1976-1,143.1,258114.0,말굽형(서향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3921885,126.8531147,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-360,360,파군봉,제주시,제주특별자치도 제주시 애월읍 하귀1리 688-1,84.5,59269.0,원추형,corroborated,unresolved,U,,,1,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-361,361,판포오름,제주시,제주특별자치도 제주시 한경면 판포리 935-1,93.2,192446.0,말굽형(동향),corroborated,unresolved,U,,,4,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-362,362,폭낭오름,제주시,제주특별자치도 제주시 애월읍 봉성리 산43,645.5,583171.0,복합형,corroborated,resolved_offline_osm_peak,C,33.3521427,126.3819717,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-363,363,하논,서귀포시,제주특별자치도 서귀포시 호근동 149,143.4,1266825.0,원형,not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-364,364,하늬보기,서귀포시,제주특별자치도 서귀포시 안덕면 상천리 산89-1,592.3,17795.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3269278,126.3915389,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-365,365,한대오름,제주시,제주특별자치도 제주시 애월읍 봉성리 산1,921.4,132263.0,원추형,corroborated,resolved_offline_osm_peak,C,33.3563423,126.4244898,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-366,366,후곡악,서귀포시,제주특별자치도 서귀포시 성산읍 수산리 4504,206.2,54168.0,말굽형(서남향),not_in_attachment_scope,unresolved,U,,,3,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-367,367,흑악,서귀포시,제주특별자치도 서귀포시 남원읍 신례리 산2-1,590.1,32197.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3489222,126.619025,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-368,368,흙붉은오름,제주시,제주특별자치도 제주시 아라일동 산67,1380.7,721090.0,말굽형(동향),corroborated,resolved_offline_osm_peak,C,33.37969,126.5601442,1,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
