oreum_id,official_record_no,name,city,address,altitude_m,area_m2,shape,attachment_status,location_status,location_grade,lat,lon,permit_context_count,farmmap_state_grade,farmmap_class,farmmap_pnu,model_status,model_screen_class,rgb_review_label,rgb_persistent_change,official_causal_grade,selective_decision
JJ-OREUM-109,109,돌미,서귀포시,제주특별자치도 서귀포시 성산읍 수산리 4535,186.4,33377.0,원추형,not_in_attachment_scope,unresolved,U,,,3,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-110,110,돌오름,서귀포시,제주특별자치도 서귀포시 안덕면 상천리 산1,865.8,406036.0,원형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.337155,126.4297583,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-111,111,돌오름,제주시,제주특별자치도 제주시 월평동 산6,1278.5,41620.0,원추형,corroborated,ambiguous,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-112,112,돔박이,서귀포시,제주특별자치도 서귀포시 안덕면 광평리 산89,521.4,68146.0,말굽형(북동향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3399161,126.3634711,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-113,113,돔배오름,제주시,제주특별자치도 제주시 조천읍 교래리 산62,466.0,117259.0,원형,corroborated,resolved_offline_osm_peak,C,33.4293036,126.668503,6,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-114,114,동수악,서귀포시,제주특별자치도 서귀포시 남원읍 한남리 산2-1,700.0,256640.0,원형(화구호),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3612074,126.6276055,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-115,115,동알오름,서귀포시,제주특별자치도 서귀포시 대정읍 상모리 153,45.0,82517.0,말굽형(북동향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.2074283,126.2881294,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-116,116,돝오름,제주시,제주특별자치도 제주시 구좌읍 송당리 산3,284.2,430425.0,원형,corroborated,unresolved,U,,,3,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-117,117,두산봉,서귀포시,제주특별자치도 서귀포시 성산읍 시흥리 2665,126.5,924938.0,복합형,not_in_attachment_scope,ambiguous,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-118,118,둔지봉,제주시,제주특별자치도 제주시 구좌읍 한동리 산40,282.2,360185.0,말굽형(남향),corroborated,resolved_offline_osm_peak,C,33.5027463,126.795398,6,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-119,119,뒤굽은이,제주시,제주특별자치도 제주시 구좌읍 송당리 산 39-1,251.6,74274.0,말굽형(북향),corroborated,resolved_offline_osm_peak,C,33.4776833,126.7666957,3,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-120,120,들레오름,제주시,제주특별자치도 제주시 월평동 665-2,347.9,92971.0,말굽형(남서향),corroborated,ambiguous,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-121,121,들리오름,제주시,제주특별자치도 제주시 오등동 158,542.4,47825.0,말굽형(북향),corroborated,unresolved,U,,,4,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-122,122,따라비,서귀포시,제주특별자치도 서귀포시 표선면 가시리 산62,342.0,448111.0,복합형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.38819,126.7524586,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-123,123,마보기,서귀포시,제주특별자치도 서귀포시 안덕면 상천리 산83,559.7,57554.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3203806,126.3929972,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-124,124,마오름,제주시,제주특별자치도 제주시 한경면 저지리 산55-2,122.0,38946.0,말굽형(남향),corroborated,resolved_offline_osm_peak,C,33.3380556,126.2436556,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-125,125,마은이,서귀포시,제주특별자치도 서귀포시 남원읍 수망리 산203,552.0,115182.0,말굽형(북향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3796639,126.6586028,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-126,126,마은이옆,서귀포시,제주특별자치도 서귀포시 표선면 가시리 산158,548.5,119062.0,말굽형(북동향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.391909,126.6663492,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-127,127,마중오름,제주시,제주특별자치도 제주시 한경면 저지리 2143-18,168.6,120340.0,복합형,corroborated,resolved_offline_osm_peak,C,33.3346528,126.2706083,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-128,128,만세동산,제주시,제주특별자치도 제주시 애월읍 광령리 산183-6,1606.2,239605.0,원추형,conflict,resolved_offline_osm_peak,C,33.368193,126.5060188,7,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-129,129,말젯오름,제주시,제주특별자치도 제주시 애월읍 곽지리 1085,102.5,0.0,원추형,conflict,resolved_offline_osm_peak,C,33.44996,126.31548,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-130,130,말찻,제주시,제주특별자치도 제주시 조천읍 교래리 산137-1,653.3,403935.0,말굽형(동향),corroborated,resolved_offline_osm_peak,C,33.4005161,126.6542524,6,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-131,131,망동산,제주시,제주특별자치도 제주시 우도면 연평리 산19-1,87.5,47292.0,원추형,corroborated,resolved_offline_osm_peak,C,33.4979955,126.9623445,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-132,132,망밭,서귀포시,제주특별자치도 서귀포시 서호동 73,52.6,61966.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.2419944,126.5241889,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-133,133,매오름,서귀포시,제주특별자치도 서귀포시 표선면 표선리 2458-1,136.7,353972.0,말굽형(북서향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3172633,126.8135198,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-134,134,머체오름,서귀포시,제주특별자치도 서귀포시 남원읍 한남리 산2-1,425.8,125020.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3405187,126.6596897,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-135,135,명월오름,제주시,제주특별자치도 제주시 한림읍 명월리 1105,148.5,60359.0,말굽형(남향),corroborated,resolved_offline_osm_peak,C,33.3826441,126.2786855,1,U,,,screen_complete_existing_v6,moderate_stable,pending,pending,U,abstain
JJ-OREUM-136,136,모구리알오름,서귀포시,제주특별자치도 서귀포시 성산읍 난산리 2960-1,202.6,19641.0,말굽형(남향),not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-137,137,모구리오름,서귀포시,제주특별자치도 서귀포시 성산읍 난산리 2960-1,232.0,202089.0,말굽형(남동향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.4090302,126.8286577,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-138,138,모라이악,서귀포시,제주특별자치도 서귀포시 색달동 산16-1,510.7,206773.0,원형,not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-139,139,모슬봉,서귀포시,제주특별자치도 서귀포시 대정읍 상모리 3540-2,180.5,453030.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.2386514,126.2581704,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-140,140,모지오름,서귀포시,제주특별자치도 서귀포시 표선면 성읍리 산22,305.8,535643.0,말굽형(북동향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3940848,126.7683177,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-141,141,묘산봉,제주시,제주특별자치도 제주시 구좌읍 김녕리 2723,116.3,157609.0,말굽형(남향),conflict,unresolved,U,,,1,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-142,142,무악,서귀포시,제주특별자치도 서귀포시 안덕면 동광리 산12,496.1,314656.0,말굽형(남향),not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-143,143,문도지오름,제주시,제주특별자치도 제주시 한림읍 금악리 3444,260.3,106436.0,말굽형(동향),corroborated,resolved_offline_osm_peak,C,33.3263266,126.2945751,13,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-144,144,문석이오름,제주시,제주특별자치도 제주시 구좌읍 송당리 산234,291.8,228379.0,복합형,corroborated,resolved_offline_osm_peak,C,33.447329,126.7960867,3,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-145,145,물메,제주시,제주특별자치도 제주시 애월읍 수산리 산1-1,121.5,1932024.0,원추형(분화구흔적),corroborated,unresolved,U,,,3,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-146,146,물영아리,서귀포시,제주특별자치도 서귀포시 남원읍 수망리 산189,508.0,717013.0,원형(화구호),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3684065,126.6920759,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-147,147,물오름,서귀포시,제주특별자치도 서귀포시 남원읍 한남리 산2-4,838.6,346856.0,말굽형(남동향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3840986,126.6236078,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-148,148,물장오리,제주시,제주특별자치도 제주시 봉개동 산78-2,937.2,628987.0,원형(화구호),corroborated,resolved_offline_osm_peak,C,33.4062618,126.6067852,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-149,149,물찻,제주시,제주특별자치도 제주시 조천읍 교래리 산137-1,717.2,744401.0,복합형(화구호),corroborated,resolved_offline_osm_peak,C,33.3948485,126.6528629,6,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-150,150,미악산,서귀포시,제주특별자치도 서귀포시 동홍동 산7,567.5,424611.0,말굽형(남향),not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-151,151,민대가리동산,제주시,제주특별자치도 제주시 애월읍 광령리 산183-6,1600.5,184192.0,원추형,conflict,unresolved,U,,,7,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-152,152,민머루오름,서귀포시,제주특별자치도 서귀포시 중문동 산1-3,882.7,387181.0,원추형,not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-153,153,민오름,서귀포시,제주특별자치도 서귀포시 남원읍 수망리 158,446.8,371170.0,말굽형(동향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3503259,126.676908,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-154,154,민오름,제주시,제주특별자치도 제주시 구좌읍 송당리 산156,362.0,412245.0,말굽형(북동향),corroborated,resolved_offline_osm_peak,C,33.4364824,126.7628649,3,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-155,155,민오름,제주시,제주특별자치도 제주시 오라이동 산28,251.7,474001.0,말굽형(북동향),corroborated,resolved_offline_osm_peak,C,33.4755707,126.5071055,4,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-156,156,민오름,제주시,제주특별자치도 제주시 조천읍 선흘리 산141,518.3,400724.0,복합형,corroborated,resolved_offline_osm_peak,C,33.4483636,126.6949508,4,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-157,157,민오름(무녜오름),제주시,제주특별자치도 제주시 봉개동 산64,651.0,518910.0,복합형,corroborated,resolved_offline_osm_peak,C,33.4372427,126.637081,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-158,158,바농오름,제주시,제주특별자치도 제주시 조천읍 교래리 산108,552.1,473953.0,복합형,corroborated,resolved_offline_osm_peak,C,33.4537782,126.6538014,6,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-159,159,큰바리메,제주시,제주특별자치도 제주시 애월읍 어음리 산21,763.4,1288365.0,원형,corroborated,resolved_offline_osm_peak,C,33.3771547,126.3880413,1,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-160,160,밝은오름,서귀포시,제주특별자치도 서귀포시 안덕면 동광리 1138,290.0,54945.0,말굽형(북향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.301269,126.3414922,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-161,161,밝은오름,제주시,제주특별자치도 제주시 한림읍 금악리 18-1,379.9,15698.0,말굽형(북향),corroborated,resolved_offline_osm_peak,C,33.3609334,126.2660907,13,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-162,162,밝은오름,제주시,제주특별자치도 제주시 한림읍 상명리 1696,182.5,78972.0,말굽형(북향),corroborated,resolved_offline_osm_peak,C,33.35103,126.33592,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-163,163,밝은오름,제주시,제주특별자치도 제주시 해안동 355-21,337.0,33180.0,말굽형(남향),corroborated,resolved_offline_osm_peak,C,33.4401456,126.4647421,8,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-164,164,밧돌오름,제주시,제주특별자치도 제주시 구좌읍 송당리 산66-1,352.8,372226.0,말굽형(북동향),corroborated,resolved_offline_osm_peak,C,33.4607383,126.7603808,3,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-165,165,밧세미,제주시,제주특별자치도 제주시 봉개동 산3,391.7,114322.0,말굽형(북동향),corroborated,resolved_offline_osm_peak,C,33.4652656,126.603104,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-166,166,방애오름,서귀포시,제주특별자치도 서귀포시 동홍동 산1,1699.3,395807.0,원추형,not_in_attachment_scope,ambiguous,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-167,167,방애오름,제주시,제주특별자치도 제주시 조천읍 교래리 산45,453.4,475019.0,원형,corroborated,resolved_offline_osm_peak,C,33.4439289,126.6845334,6,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-168,168,방일봉,제주시,제주특별자치도 제주시 노형동 2093-1,120.0,22101.0,원추형,corroborated,unresolved,U,,,11,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-169,169,방주오름,제주시,제주특별자치도 제주시 한림읍 명월리 679,163.3,9975.0,원추형,corroborated,resolved_offline_osm_peak,C,33.37917,126.28296,1,C,밭,5011025027105230000,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-170,170,백약이오름,서귀포시,제주특별자치도 서귀포시 표선면 성읍리 산1,356.9,581463.0,원형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.4381917,126.7890417,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-171,171,번널오름,서귀포시,제주특별자치도 서귀포시 표선면 가시리 산10,272.3,129713.0,원추형(침식),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3742704,126.7458968,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-172,172,법정악,서귀포시,제주특별자치도 서귀포시 하원동 산1-1,760.1,97901.0,원추형,not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-173,173,베두리오름,제주시,제주특별자치도 제주시 연동 270-5,85.0,21438.0,말굽형(남향),conflict,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-174,174,베릿네오름,서귀포시,제주특별자치도 서귀포시 중문동 2284,101.2,159357.0,말굽형(북향),not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-175,175,별도봉,제주시,제주특별자치도 제주시 화북일동 4472,136.0,242535.0,원추형,corroborated,resolved_offline_osm_peak,C,33.5194463,126.5531095,1,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-176,176,병곳오름,서귀포시,제주특별자치도 서귀포시 표선면 가시리 산8,288.1,482903.0,말굽형(북동향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3669885,126.748405,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-177,177,보롬이,서귀포시,제주특별자치도 서귀포시 대정읍 무릉1리 3526-1,49.0,15717.0,원추형,not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-178,178,보롬이,서귀포시,제주특별자치도 서귀포시 서홍동 1212,85.4,109615.0,원추형,not_in_attachment_scope,unresolved,U,,,1,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-179,179,보리악,서귀포시,제주특별자치도 서귀포시 남원읍 신례리 산2-1,739.6,442410.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.3470213,126.6011185,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-180,180,본지오름,서귀포시,제주특별자치도 서귀포시 성산읍 삼달리 2104-1,151.9,120987.0,말굽형(남향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3871362,126.8222833,1,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-181,181,볼레오름,서귀포시,제주특별자치도 서귀포시 하원동 산1-1,1374.2,453146.0,말굽형(북서향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3531,126.4849936,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-182,182,봉아오름,제주시,제주특별자치도 제주시 봉개동 1811-1,165.5,57506.0,말굽형(남서향),corroborated,unresolved,U,,,2,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-183,183,부대악,제주시,제주특별자치도 제주시 조천읍 선흘리 산103-1,468.8,455827.0,말굽형(동북향),corroborated,resolved_offline_osm_peak,C,33.4462188,126.7089481,4,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-184,184,부소악,제주시,제주특별자치도 제주시 조천읍 교래리 산2,469.2,423459.0,말굽형(서남향),corroborated,resolved_offline_osm_peak,C,33.4422465,126.7177052,6,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-185,185,북돌아진오름,제주시,제주특별자치도 제주시 애월읍 봉성리 산41,643.0,338981.0,말굽형(북서향),corroborated,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-186,186,북망산,서귀포시,제주특별자치도 서귀포시 표선면 토산리 산11,141.9,83414.0,원추형,not_in_attachment_scope,unresolved,U,,,0,U,,,pending_v7_multi_window_gate,,pending,pending,U,abstain
JJ-OREUM-187,187,북오름,서귀포시,제주특별자치도 서귀포시 안덕면 동광리 산93,314.3,121783.0,말굽형(남향),not_in_attachment_scope,resolved_offline_osm_peak,C,33.3061584,126.3320053,0,U,,,screen_complete_existing_v6,high_unstable,pending,pending,U,abstain
JJ-OREUM-188,188,북오름,제주시,제주특별자치도 제주시 구좌읍 덕천리 산69,304.6,168850.0,말굽형(북향),corroborated,resolved_offline_osm_peak,C,33.4873003,126.7401913,1,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-189,189,불칸디오름,제주시,제주특별자치도 제주시 봉개동 산78-2,996.3,204167.0,말굽형(서남형),corroborated,resolved_offline_osm_peak,C,33.3971004,126.5926087,2,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
JJ-OREUM-190,190,붉은오름,서귀포시,제주특별자치도 서귀포시 성산읍 고성리 62-4,33.0,5343.0,원추형,not_in_attachment_scope,resolved_offline_osm_peak,C,33.4274333,126.9336389,0,U,,,screen_complete_existing_v6,low_or_unstable,pending,pending,U,abstain
